time_utc,p10,p50,p90
2026-07-21 22:00:00+00:00,120.63,149.08,160.90
2026-07-21 23:00:00+00:00,118.07,140.00,154.82
2026-07-22 00:00:00+00:00,116.00,131.60,147.85
2026-07-22 01:00:00+00:00,114.03,133.65,146.42
2026-07-22 02:00:00+00:00,115.07,137.83,149.45
2026-07-22 03:00:00+00:00,116.16,138.59,155.18
2026-07-22 04:00:00+00:00,125.47,160.88,180.79
2026-07-22 05:00:00+00:00,123.60,162.84,187.71
2026-07-22 06:00:00+00:00,101.08,137.21,155.35
2026-07-22 07:00:00+00:00,71.24,113.74,128.01
2026-07-22 08:00:00+00:00,66.37,85.39,102.42
2026-07-22 09:00:00+00:00,46.27,65.92,83.30
2026-07-22 10:00:00+00:00,39.47,53.49,77.63
2026-07-22 11:00:00+00:00,29.93,50.85,77.94
2026-07-22 12:00:00+00:00,31.40,63.82,90.90
2026-07-22 13:00:00+00:00,53.90,76.78,104.04
2026-07-22 14:00:00+00:00,59.21,100.83,117.74
2026-07-22 15:00:00+00:00,100.24,125.38,138.98
2026-07-22 16:00:00+00:00,126.06,160.80,171.59
2026-07-22 17:00:00+00:00,134.90,188.26,224.79
2026-07-22 18:00:00+00:00,143.61,201.34,242.95
2026-07-22 19:00:00+00:00,141.83,197.24,248.02
2026-07-22 20:00:00+00:00,137.57,182.00,219.27
2026-07-22 21:00:00+00:00,125.76,165.88,183.08
